"measure","ethnicity","ethnicity_type","time","geography","geography_type","geography_code","gender","age","ns_sec","value","value_type","denominator","numerator","upper_95_c_i","lower_95_c_i","standard_error","sample_size"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","East","Region","NA","All","16+","All","49.5","%","756","374","54.8","44.2","NA","660"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","East","Region","NA","All","16+","All","56.7","%","803","455","61.8","51.5","NA","699"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","East","Region","NA","All","16+","All","50.4","%","801","404","55.4","45.3","NA","711"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","East Midlands","Region","NA","All","16+","All","51","%","1082.3","551.9","56","46","2.5","829"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","East Midlands","Region","NA","All","16+","All","50.0938297","%","951.97004505","476.878252788","55.445171","44.7403379","NA","790"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","East Midlands","Region","NA","All","16+","All","57.3","%","938","538","62.2","52.4","NA","828"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","East Midlands","Region","NA","All","16+","All","55.2","%","1067","590","59.7","50.7","NA","872"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","East Midlands","Region","NA","All","16+","All","58.1","%","942","548","63.5","52.6","NA","663"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","East Midlands","Region","NA","All","16+","All","54.8","%","981","538","60.4","49.1","NA","701"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","East Midlands","Region","NA","All","16+","All","53.1","%","967","513","58.8","47.3","NA","738"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","16+","All","55","%","14035.1","7718.2","56.4","53.5","0.6","9067"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","16+","All","50.4491391","%","13229.664664084","6674.251933725","51.9985915","48.8988236","NA","8201"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","16+","All","55.6","%","13828","7693","57.3","54","NA","7984"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","16+","All","54","%","13713","7409","55.5","52.5","NA","8240"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","16+","All","56.3","%","12491","7034","58","54.6","NA","6719"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","16+","All","53.9","%","13305","7166","55.5","52.2","NA","7304"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","16+","All","49.5","%","13092","6482","51.1","47.9","NA","7824"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-24","All","64","%","3287.8","2105","67.2","60.7","1.7","1283"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-24","All","56.0902432","%","3013.580938241","1690.324877539","59.8873192","52.2204984","NA","1085"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-24","All","65.8","%","3649","2401","69.3","62.2","NA","1212"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-24","All","64.7","%","3438","2226","68","61.3","NA","1155"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-24","All","67.3","%","3113","2096","71.1","63.4","NA","892"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-24","All","64.4","%","3457","2226","67.9","60.7","NA","1059"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-24","All","55.2","%","3141","1735","58.9","51.5","NA","1165"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 1-2","59.7","%","5101.3","3045.4","61.6","57.8","1","4697"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 1-2","58.2232398","%","4505.98317483","2623.529389796","60.286913","56.1303637","NA","4104"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 1-2","59.2","%","4129","2445","61.5","56.9","NA","3782"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 1-2","58.6","%","4143","2429","60.8","56.5","NA","3866"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 1-2","60.8","%","3823","2325","63.1","58.5","NA","3229"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 1-2","59.1","%","4216","2493","61.3","56.9","NA","3630"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 1-2","57.6","%","4311","2482","59.7","55.4","NA","3813"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 3-5","51.6","%","2406.1","1242.5","55.3","48","1.9","1460"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 3-5","48.1292819","%","2392.240602049","1151.368222509","51.8014027","44.4772592","NA","1375"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 3-5","53.1","%","2553","1356","56.9","49.4","NA","1421"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 3-5","50.1","%","2592","1300","53.6","46.6","NA","1484"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 3-5","54.3","%","2439","1324","58","50.5","NA","1247"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 3-5","47.1","%","2333","1098","50.9","43.3","NA","1241"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 3-5","46.1","%","2473","1139","49.8","42.4","NA","1427"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 6-7","47","%","1776","834.2","51.5","42.5","2.3","861"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 6-7","41.3144547","%","1811.380808577","748.362104249","45.722632","37.0412384","NA","853"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 6-7","47.9","%","1945","931","52.8","42.9","NA","776"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 6-7","49.1","%","1956","960","53.6","44.6","NA","846"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 6-7","48.1","%","1777","855","53","43.2","NA","693"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 6-7","47.2","%","1838","867","52.1","42.3","NA","700"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 6-7","39.2","%","1729","678","44.2","34.5","NA","741"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 8","41.7","%","1359.8","566.4","46.7","36.8","2.5","594"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 8","40.5698784","%","1300.868657952","527.760832108","46.1342427","35.2376084","NA","555"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 8","45.3","%","1414","641","51.3","39.5","NA","546"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 8","43.1","%","1312","566","48.2","38.2","NA","570"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 8","43.3","%","1168","506","49.5","37.3","NA","429"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 8","42","%","1314","553","47.5","36.8","NA","508"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 8","35.6","%","1080","385","41.6","30.1","NA","477"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","16-74","NS SEC 9","62.4","%","3076.4","1920.3","65.8","58.9","1.8","1225"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","16-74","NS SEC 9","52.452642","%","2903.905956439","1523.175394328","56.3582819","48.5167674","NA","1085"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","16-74","NS SEC 9","64.4","%","3404","2190","68","60.6","NA","1186"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","16-74","NS SEC 9","60.7","%","3323","2019","64.2","57.1","NA","1223"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","16-74","NS SEC 9","64.5","%","2946","1900","68.3","60.5","NA","907"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","16-74","NS SEC 9","62.6","%","3224","2017","66.2","58.8","NA","1000"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","16-74","NS SEC 9","53.4","%","3091","1651","57.1","49.7","NA","1127"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","25-34","All","55.8","%","3163.5","1766.7","59.1","52.6","1.7","1903"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","25-34","All","50.2789071","%","2939.74054732","1478.06941977","53.6502379","46.9050384","NA","1737"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","25-34","All","55.8","%","3292","1837","59.3","52.3","NA","1800"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2016 to Nov 2017","England","Country","NA","All","25-34","All","53","%","3257","1728","56.4","49.7","NA","1792"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2017 to Nov 2018","England","Country","NA","All","25-34","All","54.2","%","2885","1563","57.8","50.6","NA","1462"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2018 to Nov 2019","England","Country","NA","All","25-34","All","51.3","%","2884","1479","54.8","47.8","NA","1543"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2019 to Nov 2020","England","Country","NA","All","25-34","All","46.9","%","2864","1345","50.4","43.5","NA","1720"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2021 to Nov 2022","England","Country","NA","All","35-44","All","52.7","%","3391.2","1786.7","55.3","50","1.3","2643"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2020 to Nov 2021","England","Country","NA","All","35-44","All","49.8953869","%","3236.201838369","1614.71542819","52.7165511","47.0748886","NA","2378"
"Percentage of people who are active","Asian","ONS 2001 5+1","Nov 2015 to Nov 2016","England","Country","NA","All","35-44","All","51.5","%","3264","1682","54.6","48.4","NA","2378"
